source_file,plot_nr,n_trees_gt,Species,Nr_of_trees_field,Conifer,Broadleaved,Broadleaved_prop,shannon_index,berger_parker,clarkevans,complexity_score,dbh_mean,dbh_sd,dbh_median,dbh_p10,dbh_p90,h_mean,h_sd,h_median,h_p10,h_p90,aboveground_points,tree_points_aboveground,cai_mean_over_occupied,cai_max,mean_shared_fraction,median_shared_fraction,mean_n_competitors
Rem_Piensk_2016_2600802.laz,2600802,31,3.0,29.0,22.0,7.0,0.24137931,1.07987533119041,0.32258064516129,0.9939079965066806,0.220869282,238.2758621,84.94279443,266.0,113.4,343.0,19.06896552,5.596625479,22.0,9.72,24.3,3207067,2686722,1.2188202247191011,4.0,0.0049093385780376,0.0026814959301334,1.3125
Rem_Herby_2016_6903106.laz,6903106,31,3.0,9.0,8.0,1.0,0.111111111,0.439669879401343,0.67741935483871,0.9453858776807912,0.53535813,532.7777778,172.9188956,581.0,349.0,676.4,29.44444444,7.409978258,31.5,23.72,34.36,1957465,1694115,1.2882462686567164,3.0,0.005241321795051,0.0041463601137947,1.5263157894736843
Rem_Gorlice_2015_2603203.laz,2603203,13,4.0,23.0,6.0,17.0,0.739130435,0.690185676018804,0.538461538461538,0.8868560915636364,0.744897406,262.3043478,147.5029845,282.0,85.2,478.8,16.96086957,7.420532885,18.8,5.76,24.74,2126427,1862439,1.1227211667626176,3.0,0.0048979046480647,0.0025906735751295,1.6923076923076923
Rem_Piensk_2016_2100902.laz,2100902,61,3.0,39.0,36.0,3.0,0.076923077,0.79026796807459,0.442622950819672,1.103331794351335,0.143802478,213.6410256,75.97696575,210.0,118.4,318.2,19.37435897,4.508746935,21.0,11.74,23.24,3221139,2559415,1.2487083811710675,4.0,0.0140282619600878,0.01,2.1587301587301586
Rem_Milicz_2015_4502801.laz,4502801,35,2.0,37.0,37.0,0.0,0.0,0.244930026794635,0.8,1.130871922554302,-0.167738385,243.7297297,39.99697811,248.0,193.2,289.2,23.73783784,1.4162453,24.1,21.92,25.38,3683770,3028560,1.0735253005311711,3.0,0.0105960422129468,0.0084472691020437,2.5294117647058822
Rem_Milicz_2015_2804101.laz,2804101,110,1.0,89.0,89.0,0.0,0.0,0.0,0.809090909090909,1.176439709251651,0.265474563,154.505618,44.73282392,151.0,102.6,207.0,18.37078652,1.684164363,18.7,16.32,20.32,2975698,2037179,1.156837606837607,3.0,0.0285168909017865,0.0229836245559157,2.8545454545454545
Rem_Herby_2016_4700406.laz,4700406,28,3.0,23.0,18.0,5.0,0.217391304,0.796585369010589,0.571428571428571,0.9459856838296986,0.303608577,306.7826087,107.2600733,315.0,156.8,420.4,24.70434783,7.476659333,27.7,16.52,31.72,2564624,2245520,1.4210059373507131,4.0,0.0065948196982256,0.0036108751062022,1.8857142857142857
Rem_Suprasl_2015_2501204.laz,2501204,48,2.0,44.0,39.0,5.0,0.113636364,0.271189373041844,0.75,1.104897710320208,0.212552563,210.5454545,58.04907889,216.0,154.9,275.1,22.70681818,5.172305398,23.7,16.63,26.21,4204895,3882380,1.138773475153731,4.0,0.0071037178745659,0.0046653099868322,1.6538461538461535
Rem_Suprasl_2015_2202704.laz,2202704,26,2.0,21.0,21.0,0.0,0.0,0.688138813713588,0.346153846153846,0.8285173774192801,0.56183695,248.0,124.6643494,293.0,83.0,381.0,21.60952381,10.12738391,27.5,7.7,31.0,2524889,1602683,1.3266990736494544,4.0,0.019138482744092,0.0112928594679077,1.5
Rem_Milicz_2015_1707601.laz,1707601,32,4.0,30.0,23.0,7.0,0.233333333,0.529643502540352,0.65625,1.038963972693375,0.440472974,254.6666667,60.64727491,257.5,195.7,335.3,23.65,4.04796671,24.35,20.18,27.3,2413443,2142429,1.193044224989266,3.0,0.0065634997473849,0.0042399923775417,1.75
Rem_Herby_2016_6305806.laz,6305806,21,3.0,38.0,18.0,20.0,0.526315789,0.953271014705891,0.476190476190476,0.7930544901709735,0.21196142,230.2105263,117.0724326,245.0,93.0,364.2,20.04736842,7.93152236,23.65,9.14,27.89,2524262,2380011,1.2286508790814497,4.0,0.0069189612518892,0.0027985074626865,1.6
Rem_Herby_2016_6101306.laz,6101306,34,1.0,42.0,42.0,0.0,0.0,0.805837811724541,0.470588235294118,1.0075818982608,-0.3656389,192.5952381,38.70593294,187.0,148.1,249.5,18.59761905,1.41378028,18.6,16.71,20.3,3187007,2675233,1.2596069868995634,4.0,0.0047698362895591,0.0028728767512718,1.9444444444444444
Rem_Piensk_2016_1302002.laz,1302002,59,1.0,41.0,41.0,0.0,0.0,0.0,0.694915254237288,1.058711453251888,-0.056835583,232.1707317,59.72725611,227.0,150.0,317.0,22.97073171,2.548847181,23.5,20.1,25.8,3316169,2480818,1.1827411167512691,4.0,0.014780087275281,0.0121792083514571,2.707692307692308
Rem_Katrynka_2016_3400805.laz,3400805,24,2.0,21.0,21.0,0.0,0.0,0.610864302054894,0.541666666666667,0.8131586600432189,0.03417016,315.3333333,140.9369836,384.0,96.0,451.0,25.7047619,9.986214307,30.7,9.2,34.0,3504951,2919405,1.2279034563955933,3.0,0.0107585863878962,0.0020039178041029,1.3076923076923077
Rem_Piensk_2016_0901202.laz,901202,130,1.0,118.0,118.0,0.0,0.0,0.0,0.784615384615385,1.178359115989369,0.367688496,125.8559322,31.75124344,119.5,85.4,164.0,13.01186441,1.305489363,13.2,11.37,14.36,2477746,1960312,1.1244074965361337,3.0,0.0223569987609557,0.0156753030143236,2.057142857142857
Rem_Herby_2017_2702806.laz,2702806,32,4.0,35.0,22.0,13.0,0.371428571,1.03004875628936,0.5,1.020329701106209,0.633302954,241.0857143,128.5460255,225.0,89.2,411.8,18.97714286,8.286490981,18.7,8.24,28.0,2444585,1893508,1.421744848750548,4.0,0.0182738730633699,0.0158045977011494,2.1714285714285717
Rem_Piensk_2016_2804302.laz,2804302,37,7.0,29.0,0.0,29.0,1.0,1.58114981481863,0.27027027027027,0.9459042654884364,0.969900988,208.5862069,86.50909004,195.0,123.6,325.6,19.69310345,3.907495639,20.7,13.7,23.52,3306898,3009063,1.3240048670258997,4.0,0.0108371825711192,0.0050825921219822,2.0
Rem_Katrynka_2016_4902605.laz,4902605,11,2.0,11.0,11.0,0.0,0.0,0.655481773901393,0.636363636363636,0.901950958857705,0.031482777,316.5454545,114.4074855,310.0,213.0,427.0,24.34545455,8.063915133,28.0,14.2,31.0,5330379,4928431,1.2034036759700475,4.0,0.0063715071189529,0.0,1.0
Rem_Milicz_2015_4205101.laz,4205101,4,2.0,6.0,0.0,6.0,1.0,0.693147180559945,0.5,0.4586503069602882,0.353501308,354.3333333,272.4868193,337.5,92.0,633.5,14.03333333,13.10948766,8.65,5.3,28.15,3312674,2820682,1.0112920168067228,2.0,0.0,0.0,0.0
Rem_Gorlice_2015_5804403.laz,5804403,8,2.0,10.0,3.0,7.0,0.7,0.0,1.0,1.365206578799742,0.578499521,407.7,126.7254688,425.5,327.2,508.5,27.96,8.17872579,30.05,25.21,32.57,2812353,2137823,1.1610657884888855,3.0,0.0041654189040384,0.0033405976739016,2.0
Rem_Milicz_2015_2105901.laz,2105901,22,2.0,21.0,21.0,0.0,0.0,0.0,0.863636363636364,1.110110052682538,-0.108540971,319.1904762,87.53377579,314.0,255.0,424.0,27.22380952,5.560207259,28.2,23.8,32.0,3101464,2685427,,,,,
Rem_Herby_2016_3304206.laz,3304206,47,4.0,40.0,15.0,25.0,0.625,0.870451454541346,0.468085106382979,0.9914099591964668,0.414731025,203.5,100.3728945,220.0,84.8,331.0,16.52,4.574634636,17.05,10.47,21.33,1857759,1688824,1.385912832276346,4.0,0.0087431813895065,0.0057251908396946,1.818181818181818
Rem_Herby_2016_5106406.laz,5106406,30,5.0,33.0,9.0,24.0,0.727272727,0.500402423538188,0.666666666666667,0.9270069608725352,0.926118628,223.2424242,110.4802104,248.0,80.0,364.2,19.28181818,8.136931798,21.6,8.58,28.18,3055842,2264863,1.100577478344562,3.0,0.0115485688412965,0.0046885931143106,1.8235294117647056
Rem_Herby_2016_2403606.laz,2403606,33,2.0,30.0,5.0,25.0,0.833333333,0.469220348441599,0.696969696969697,0.935293610293654,0.499479254,253.4333333,114.7701401,242.0,98.8,356.3,21.35333333,7.41307016,24.8,8.79,27.85,3681472,3563392,1.2825234168601394,4.0,0.016463479385692,0.0016840920163191,1.625
Rem_Gorlice_2015_8204703.laz,8204703,27,4.0,15.0,2.0,13.0,0.866666667,0.0,0.851851851851852,0.5642365013628016,0.565544968,301.6666667,179.0995999,250.0,103.0,551.8,20.32,9.403889773,18.1,8.18,32.6,3006281,1941709,1.273807290689677,4.0,0.0109533644271286,0.0096967559943582,2.606060606060606
Rem_Gorlice_2015_6804003.laz,6804003,13,2.0,13.0,11.0,2.0,0.153846154,0.0,0.692307692307692,1.132169174348947,0.214154364,304.3846154,210.997843,187.0,100.4,601.6,19.82307692,11.56454019,14.0,8.36,33.06,2642564,1570000,1.234637605042017,4.0,0.009172149171533,0.0068983760123336,1.8571428571428568
Rem_Suprasl_2015_3600604.laz,3600604,23,3.0,15.0,14.0,1.0,0.066666667,0.891867395317251,0.347826086956522,0.884583379984163,0.279432043,238.7333333,89.08540578,275.0,125.6,342.6,22.84666667,8.382708961,22.9,10.64,31.4,2536472,2161989,1.1866473499939636,4.0,0.0034231046388616,0.0,0.5
Rem_Gorlice_2015_3203403.laz,3203403,28,3.0,24.0,12.0,12.0,0.5,0.985593952328611,0.392857142857143,1.059708674955129,0.344711624,238.4166667,149.6958995,204.0,82.3,432.7,19.01666667,12.42545307,18.0,5.16,32.57,2219178,2019437,1.324706046058582,4.0,0.02344053073367,0.0035660298373253,1.6470588235294117
Rem_Milicz_2015_2006301.laz,2006301,20,1.0,19.0,19.0,0.0,0.0,0.0,0.9,0.9498866478635458,-0.042592609,380.3157895,59.41759245,356.0,321.6,431.2,32.19473684,3.520017943,33.3,29.18,35.16,2463466,1138114,1.103478566408995,3.0,0.0015975213029705,0.0004239084357778,0.7619047619047619
Rem_Piensk_2016_2901202.laz,2901202,45,1.0,33.0,33.0,0.0,0.0,0.0,0.711111111111111,1.070107368272071,-0.490583511,202.2727273,56.68899404,199.0,141.0,272.6,14.42121212,2.546168393,14.4,12.36,16.9,3500238,2560934,1.1753519569543749,3.0,0.0251308991321364,0.0188165726817042,2.037037037037037
Rem_Gorlice_2015_6904103.laz,6904103,9,3.0,21.0,0.0,21.0,1.0,0.683738905848754,0.777777777777778,1.085620625538081,0.964402455,343.4761905,166.9654512,336.0,155.0,561.0,24.85714286,7.324655038,28.0,15.8,31.6,2912999,2389766,1.079090459713297,3.0,0.0063550653757866,0.0052270210736074,1.5
Rem_Piensk_2016_2302002.laz,2302002,42,5.0,41.0,38.0,3.0,0.073170732,0.939935082891518,0.642857142857143,1.124004644696312,0.224347815,252.6829268,102.1424101,284.0,106.0,345.0,22.07560976,8.145973867,26.6,9.4,28.4,3247992,2572406,1.424558876485416,4.0,0.0313211960015969,0.0035203510182827,1.3333333333333333
Rem_Herby_2017_3503506.laz,3503506,26,5.0,26.0,14.0,12.0,0.461538462,1.3099905328263,0.346153846153846,1.166569061222612,0.572773116,213.6153846,89.48925161,231.5,87.0,335.5,20.82307692,8.836212206,26.0,6.5,28.75,2774681,2225096,1.1328468844104702,3.0,0.0024068268146997,0.0,0.56
Rem_Suprasl_2015_4502004.laz,4502004,13,2.0,7.0,2.0,5.0,0.714285714,0.598269588585257,0.461538461538462,0.785330422767801,0.458665431,388.0,82.62969603,390.0,285.0,468.8,26.65714286,4.739148005,27.8,22.38,30.44,2860572,2554822,1.1664172403472015,3.0,0.0186364093120004,0.0057339449541284,1.2307692307692308
Rem_Gorlice_2015_6505003.laz,6505003,30,1.0,19.0,19.0,0.0,0.0,0.154076103671029,0.9,0.7530075972651177,-0.457578489,286.6842105,65.13324175,283.0,210.4,342.6,23.3,1.625491379,23.4,21.7,25.34,3947903,3164728,1.37794828076158,4.0,0.0078765424788897,0.0054720886990271,2.4375
Rem_Gorlice_2015_3802203.laz,3802203,52,2.0,37.0,33.0,4.0,0.108108108,0.34254150797197,0.634615384615385,1.219675172374614,0.111836494,250.8648649,86.45010191,277.0,120.6,337.0,21.84864865,5.097146349,23.9,13.54,26.34,3702051,3349846,1.2704028250065391,4.0,0.0122981932512909,0.0111910471622701,2.610169491525424
Rem_Milicz_2015_7102401.laz,7102401,51,4.0,13.0,8.0,5.0,0.384615385,1.00665121534154,0.549019607843137,1.197503748492668,0.380578086,307.3076923,153.6502439,283.0,175.8,403.8,19.01538462,5.533812151,19.0,14.46,23.3,2648268,2445600,1.2647668393782383,4.0,0.008963998096763,0.0040431266846361,1.5849056603773586
Rem_Milicz_2015_4303901.laz,4303901,9,2.0,10.0,0.0,10.0,1.0,0.693147180559945,0.555555555555556,1.127045113628936,0.424680622,372.0,164.5843249,384.5,169.7,543.6,27.6,7.337120234,29.85,19.37,35.04,2894630,2327947,1.1311708298804308,3.0,0.0035138333681181,0.0004316546762589,0.6
Rem_Herby_2016_6803306.laz,6803306,55,1.0,9.0,0.0,9.0,1.0,0.685314207276458,0.490909090909091,0.8469553780699375,0.512622752,514.7777778,146.4050697,500.0,388.0,653.8,31.85555556,6.630443257,34.5,26.0,36.7,2213909,2036509,1.4485274783066,4.0,0.0121960048506624,0.0038666022232962,1.7627118644067796
Rem_Milicz_2015_2805201.laz,2805201,56,1.0,50.0,50.0,0.0,0.0,0.0,0.875,1.049067266318887,-0.297220275,196.26,31.44467769,192.0,160.9,236.3,18.458,0.953637504,18.5,17.3,19.7,2088135,1663187,1.1154093540384085,3.0,0.0237593875646532,0.0197487925824009,2.6785714285714284
Rem_Herby_2016_5700906.laz,5700906,30,3.0,47.0,44.0,3.0,0.063829787,0.958232545079487,0.4,0.9266835660873854,-0.088753044,170.2978723,45.51727569,171.0,126.0,215.2,15.71489362,3.459516096,16.2,12.36,19.38,1195536,1041875,1.3978208875896891,4.0,0.0073052358622605,0.0046839764923908,2.1052631578947367
Rem_Milicz_2015_3902101.laz,3902101,21,1.0,22.0,22.0,0.0,0.0,0.0,0.952380952380952,1.045377210514864,-0.443263929,270.1818182,43.88907703,266.0,223.2,325.8,23.62272727,1.135543427,23.65,22.83,25.05,2194288,1586234,1.058297918709818,3.0,0.0159193869428356,0.0105407882676443,3.0476190476190474
Rem_Katrynka_2016_5801105.laz,5801105,42,1.0,73.0,73.0,0.0,0.0,0.930345229978047,0.452380952380952,1.012604418913727,0.144582768,183.5205479,44.75368066,184.0,134.4,238.2,21.06164384,1.604302387,21.2,19.26,22.98,2145379,1807814,1.2635962763351298,3.0,0.0072803956393548,0.0013557423065077,1.0869565217391304
Rem_Piensk_2016_2501302.laz,2501302,24,3.0,24.0,13.0,11.0,0.458333333,1.07952957332552,0.333333333333333,0.9811120376839396,0.030281961,233.625,110.5345952,198.0,135.9,354.9,19.35,4.153364273,20.0,14.9,24.09,2807731,2073586,1.1828869351870783,3.0,0.0074413510280491,0.0022586109542631,0.96
Rem_Herby_2017_4802106.laz,4802106,10,4.0,10.0,2.0,8.0,0.8,1.06085694715802,0.4,0.6963819699104843,0.518662238,278.6,138.6708333,273.0,128.7,424.1,16.64,6.068534511,16.5,11.03,24.06,1621474,1269714,1.156937193482044,3.0,0.0107673542493403,0.0044692737430167,1.2727272727272727
Rem_Gorlice_2015_5001003.laz,5001003,24,5.0,20.0,9.0,11.0,0.55,1.32736286342019,0.375,1.106616778887787,0.411457813,303.75,181.9950476,304.5,107.8,561.0,20.6,8.192422686,23.0,9.69,29.17,1564772,1318967,1.185240850680093,4.0,0.0038719122296736,0.0045487990988699,1.7692307692307692
Rem_Piensk_2016_1102502.laz,1102502,49,2.0,39.0,22.0,17.0,0.435897436,0.680629487891663,0.448979591836735,0.956704255731411,0.168364248,221.4615385,106.9522388,247.0,96.2,350.2,18.24102564,6.177792058,21.6,10.5,24.58,1673532,1249917,1.4388504300398572,5.0,0.0163943308872842,0.0091479820627802,1.9272727272727272
Rem_Herby_2016_5500406.laz,5500406,41,1.0,20.0,20.0,0.0,0.0,0.64349155301929,0.51219512195122,0.7618364790178717,-0.420090227,200.4,45.24366777,194.0,159.8,236.9,19.495,1.006021345,19.4,18.16,21.03,1726586,1289675,1.215894755811858,3.0,0.0055627314321704,0.0011655011655011,1.0232558139534884
Rem_Gorlice_2015_7005203.laz,7005203,5,5.0,41.0,32.0,9.0,0.219512195,0.867563228481461,0.6,1.047472110685933,0.560549684,220.6585366,67.57166927,215.0,136.0,292.0,23.97073171,4.776046686,25.6,17.5,27.6,2004289,1784396,1.0546241967029897,2.0,0.0041866311614335,0.0019971224692316,1.0
Rem_Katrynka_2016_2201005.laz,2201005,23,2.0,18.0,16.0,2.0,0.111111111,0.348832095843032,0.695652173913043,1.004645650835384,0.139135576,326.6111111,96.22042029,341.0,224.2,420.7,26.56111111,6.956177017,28.8,20.56,30.93,2884565,2584772,1.2058756199923693,3.0,0.0099085330796433,0.0069930069930069,1.5555555555555556
Rem_Herby_2016_5703406.laz,5703406,50,2.0,19.0,13.0,6.0,0.315789474,0.704527889913306,0.62,1.027420166065254,0.688833424,237.4736842,181.1617964,115.0,81.0,507.0,17.18421053,14.01472492,7.5,5.28,37.1,4179809,2938222,1.144430287586458,3.0,0.0235212230139498,0.0150853513298928,1.963636363636364
Rem_Herby_2016_5603406.laz,5603406,48,3.0,27.0,18.0,9.0,0.333333333,0.692239049680691,0.479166666666667,1.115418949295189,0.276510228,271.8148148,128.12465,271.0,98.6,418.0,20.42222222,7.726444766,19.0,9.26,28.46,1943275,1137123,1.3369614857664789,4.0,0.0179966900767621,0.0087668030391583,2.0
Rem_Milicz_2015_5602301.laz,5602301,24,3.0,33.0,23.0,10.0,0.303030303,0.936888307539016,0.416666666666667,1.011158650214084,0.304649206,234.2121212,77.89606761,240.0,124.8,327.6,22.23939394,5.037170547,23.8,14.4,26.5,1949889,1173692,1.2540354802621063,4.0,0.002836459229105,0.0007817970517177,1.3076923076923077
Rem_Katrynka_2016_5002905.laz,5002905,29,4.0,28.0,20.0,8.0,0.285714286,0.956122338098301,0.551724137931034,0.8641321625695856,0.327966236,250.1785714,124.3614962,267.5,91.5,398.8,18.86785714,7.91754047,22.7,8.11,26.7,1653355,1482511,1.3172481252037822,4.0,0.0100098899686778,0.0029003424353482,1.3888888888888888
Rem_Herby_2016_6403606.laz,6403606,44,2.0,36.0,36.0,0.0,0.0,0.801435681714276,0.409090909090909,0.901516715578318,0.277956963,264.5555556,176.4979068,180.5,100.0,533.0,20.77777778,9.720114964,20.8,8.55,33.0,3550673,2327233,1.4107700312174818,5.0,0.010589787259065,0.0071871963067832,2.260869565217391
Rem_Piensk_2016_2602702.laz,2602702,34,2.0,25.0,24.0,1.0,0.04,0.178844912716848,0.647058823529412,0.9001880774490841,0.06754376,209.56,101.8283196,198.0,81.6,323.0,15.18,4.192552922,16.3,9.82,19.8,3298805,2984201,1.2368182504910108,4.0,0.0294119464871703,0.0144665461121157,2.358974358974359
Rem_Gorlice_2015_6904703.laz,6904703,19,3.0,8.0,7.0,1.0,0.125,0.556646903582107,0.736842105263158,0.6548849915066028,-0.023726782,258.0,134.171532,220.5,140.3,452.8,15.4625,5.237212317,14.65,9.67,21.05,2357469,1810020,1.3481089626656937,4.0,0.015494909457283,0.0098170459616242,2.56
Rem_Gorlice_2015_7105203.laz,7105203,13,1.0,12.0,0.0,12.0,1.0,1.16222554492109,0.384615384615385,0.5345012313181031,0.929562217,406.1666667,244.8278925,387.5,105.4,646.8,20.54166667,12.63742338,18.6,6.05,34.53,2042659,1720462,1.2574158325750682,3.0,0.012057419170572,0.0104741521079797,2.25
Rem_Suprasl_2015_3901204.laz,3901204,84,4.0,57.0,13.0,44.0,0.771929825,1.13137578842263,0.357142857142857,0.9915324577366674,0.515734492,177.0701754,69.60728093,185.0,91.2,257.2,19.78421053,4.979019893,21.8,12.92,25.08,2172996,1926788,1.6164410309815151,5.0,0.0185942080517727,0.0132701421800947,3.340659340659341
Rem_Suprasl_2015_3702404.laz,3702404,50,3.0,40.0,38.0,2.0,0.05,0.851185104869434,0.42,0.965055315496215,0.131937738,212.8,96.7837134,213.5,77.8,323.6,20.18,7.84475,22.15,7.89,28.6,2571582,2389175,1.4009591961023142,5.0,0.0179720558755141,0.012512030798845,2.1818181818181817
Rem_Herby_2016_8607506.laz,8607506,33,,,,,,0.948810270807818,0.515151515151515,1.111279455049264,,,,,,,,,,,,3970195,2917532,1.3035248041775458,4.0,0.0129537997670994,0.0072129128732902,1.5555555555555556
Rem_Piensk_2016_2501502.laz,2501502,13,3.0,10.0,3.0,7.0,0.7,0.89794572485678,0.461538461538462,0.8841412215032913,0.626976596,426.2,314.3429832,293.5,163.4,864.5,23.94,10.07496347,21.25,16.12,35.84,3337119,2998312,1.1489376475489514,3.0,0.0045345423019077,0.0012397974997417,1.0666666666666669
Rem_Milicz_2015_5003201.laz,5003201,27,4.0,23.0,21.0,2.0,0.086956522,0.409458618695089,0.666666666666667,1.192181284640962,0.400590945,296.1304348,97.9342564,317.0,126.8,376.8,25.60434783,8.526081817,29.0,9.22,31.58,3343172,3090397,1.1813811592863086,4.0,0.0030050624094541,0.0015290519877675,1.4814814814814814
Rem_Katrynka_2016_4503105.laz,4503105,48,2.0,40.0,39.0,1.0,0.025,0.119246926396245,0.791666666666667,1.074556961362199,0.022867845,237.65,51.16416514,234.0,172.7,295.3,21.5125,2.149082989,21.6,19.82,23.8,3001139,2386773,1.1233426092650187,3.0,0.0051063940836774,0.0010048215468863,1.04
Rem_Suprasl_2015_2402904.laz,2402904,55,2.0,43.0,43.0,0.0,0.0,0.674895273743828,0.454545454545455,1.021652023727152,0.103190645,220.5116279,100.6186511,217.0,87.2,346.8,21.14418605,8.729651232,23.3,8.92,30.82,3062533,2950067,1.543161184700104,4.0,0.020534102057503,0.0111826499491697,2.3582089552238807
Rem_Herby_2016_6608806.laz,6608806,33,2.0,18.0,17.0,1.0,0.055555556,0.348832095843032,0.727272727272727,1.12218127258088,0.084345867,303.5,207.2918517,218.0,103.8,572.7,21.04444444,9.282128446,19.9,9.7,31.24,1109525,562528,1.139072366988459,3.0,0.0116448356715431,0.0075187969924812,2.054054054054054
Rem_Katrynka_2016_3601605.laz,3601605,33,2.0,28.0,28.0,0.0,0.0,0.551079928086973,0.575757575757576,1.009167653593164,0.10074988,262.8214286,82.90648617,273.5,143.1,356.3,23.94642857,5.997745388,26.2,13.82,27.59,2608158,2129579,1.1793037256783876,4.0,0.0092502399338594,0.0045460259711976,1.7647058823529411
Rem_Gorlice_2015_6405903.laz,6405903,48,4.0,43.0,20.0,23.0,0.534883721,0.126930545341402,0.708333333333333,0.933357017173342,0.741682983,183.9534884,93.20432074,156.0,86.4,315.8,14.64418605,4.717813372,15.7,8.22,20.5,1830035,1457425,1.4029107373868046,5.0,0.0233951911811926,0.0202282157676348,2.6779661016949152
Rem_Suprasl_2015_3801904.laz,3801904,86,2.0,92.0,92.0,0.0,0.0,0.214559155176405,0.790697674418605,1.319136587873582,0.076233181,154.5869565,36.85527149,147.0,114.4,199.9,15.00434783,1.793082743,15.0,12.8,17.3,2555495,1962713,,,,,
Rem_Milicz_2015_4104101.laz,4104101,4,2.0,14.0,0.0,14.0,1.0,0.693147180559945,0.5,0.9008092370390656,0.328536703,244.6428571,234.0048018,92.5,72.3,596.1,18.07142857,12.24565408,10.15,8.41,35.18,3537228,3091757,1.0356098400137623,2.0,0.0,0.0,0.0
Rem_Herby_2017_2204106.laz,2204106,19,2.0,20.0,10.0,10.0,0.5,0.693147180559945,0.526315789473684,1.091052799628465,0.158452433,343.9,74.33983136,335.0,286.9,409.6,25.535,2.849242743,26.4,23.71,27.81,1924274,1737868,1.2441576560865015,4.0,0.0106583104161161,0.0091153501126111,2.1818181818181817
Rem_Herby_2016_3301806.laz,3301806,30,2.0,20.0,8.0,12.0,0.6,0.673011667009257,0.4,0.8797078091915683,0.167386015,251.95,84.99131535,265.5,135.7,355.9,21.455,5.532437837,23.5,13.47,27.5,1842428,1537846,1.3336441893830704,5.0,0.0142518093824812,0.008765315739868,1.878787878787879
Rem_Gorlice_2015_6505903.laz,6505903,26,3.0,33.0,30.0,3.0,0.090909091,0.233791658706459,0.576923076923077,0.8231055351419381,0.135321146,245.4545455,66.45068233,251.0,167.4,325.4,22.52121212,3.755309373,23.2,19.4,26.12,2625298,2063071,1.3207903097696585,4.0,0.0312961587293143,0.024063846426611,2.8125
Rem_Gorlice_2015_2703003.laz,2703003,74,1.0,67.0,67.0,0.0,0.0,0.0,0.743243243243243,1.009125652946002,0.05769415,210.5522388,109.5856222,193.0,97.6,348.4,18.68656716,4.802016481,19.8,11.04,24.2,3077217,2433313,1.2495040965933593,4.0,0.0222772028974082,0.0159220896811877,2.3947368421052637
Rem_Suprasl_2015_2002504.laz,2002504,32,2.0,29.0,29.0,0.0,0.0,0.679193265991526,0.4375,0.9846002331480384,0.190745091,243.7241379,108.1711265,250.0,91.2,376.2,22.28275862,9.022078829,26.4,8.74,31.26,1954728,1789496,1.2754025541365908,4.0,0.0161147889359987,0.0044665012406947,1.3714285714285714
Rem_Gorlice_2015_6305803.laz,6305803,29,4.0,20.0,10.0,10.0,0.5,0.410116318288409,0.620689655172414,1.059186341430364,0.671216452,250.15,128.3585746,290.0,95.1,390.1,19.48,9.158234718,24.8,8.44,28.73,3141550,2983947,1.227376366066515,4.0,0.0182737858414628,0.0097276264591439,2.129032258064516
Rem_Gorlice_2015_7704703.laz,7704703,24,3.0,20.0,4.0,16.0,0.8,0.0,0.916666666666667,0.8574310758616197,0.532428394,349.4,195.3755897,353.0,78.8,590.8,20.27,8.39311121,22.5,5.18,28.06,2232572,1481594,1.2888903681022432,4.0,0.0121217752320522,0.0064075181546347,2.2962962962962963
Rem_Herby_2016_1201806.laz,1201806,74,2.0,53.0,47.0,6.0,0.113207547,0.353169383443799,0.635135135135135,0.9267081094422738,0.079189466,165.8301887,39.7224679,168.0,112.2,207.2,15.81886792,2.005478708,16.4,13.28,17.58,1744569,1264748,1.3734415772687736,5.0,0.0557759492349704,0.0458866301654144,3.325
Rem_Milicz_2015_3804301.laz,3804301,33,3.0,22.0,17.0,5.0,0.227272727,0.668017818660753,0.484848484848485,0.9483023062297358,0.302206215,261.9090909,102.4262378,258.5,104.5,379.3,24.75909091,7.967771935,27.95,10.64,30.16,2086900,1893664,1.2808190900833951,4.0,0.0087895765921127,0.0036647289630333,1.7777777777777777
Rem_Herby_2016_7503806.laz,7503806,41,4.0,22.0,10.0,12.0,0.545454545,0.835713060677964,0.536585365853659,0.9616060655780791,0.352312671,258.0909091,165.4246798,186.0,97.0,510.0,18.2,7.258689374,17.45,9.29,27.14,3067978,2728754,1.3228682751386185,5.0,0.0240545779500826,0.0030959752321981,1.6595744680851063
Rem_Gorlice_2015_7603803.laz,7603803,40,5.0,10.0,7.0,3.0,0.3,0.803083670120518,0.425,0.9202000467205182,0.64613201,416.8,206.3620335,440.5,160.8,648.8,22.02,6.762445317,23.05,13.73,28.75,3422488,2708713,1.371183865174748,5.0,0.0139283025838959,0.0082116788321167,2.4444444444444446
Rem_Suprasl_2015_3900604.laz,3900604,42,3.0,35.0,32.0,3.0,0.085714286,0.765047147498934,0.547619047619048,0.8797798281342712,0.481903605,265.7142857,95.64074059,293.0,107.4,366.4,24.90857143,8.811268568,29.9,10.44,32.18,2158832,1938320,1.4184651451423844,5.0,0.0174099987351392,0.010003366542876,2.208333333333333
Rem_Gorlice_2015_6605103.laz,6605103,24,1.0,37.0,37.0,0.0,0.0,0.409458618695089,0.708333333333333,0.894851238589946,-0.033779819,213.3243243,39.65619894,212.0,158.6,262.4,19.8027027,1.508399904,19.9,17.72,21.64,3246919,2294762,1.3527663610496363,4.0,0.0137232799025515,0.0074698228009494,3.076923076923077
